review_id,,,,user_suggestion
343,,,,1
344,,,,0
345,,,,0
346,,,,1
347,,,,0
348,,,,1
349,,,,1
350,,,,1
351,,,,0
352,,,,1
353,,,,0
354,,,,0
355,,,,0
356,,,,1
357,,,,1
358,,,,1
359,,,,1
360,,,,1
361,,,,1
362,,,,1
363,,,,1
364,,,,1
365,,,,0
366,,,,1
367,,,,1
368,,,,0
369,,,,1
370,,,,0
371,,,,1
372,,,,1
373,,,,0
374,,,,1
375,,,,1
376,,,,1
377,,,,0
378,,,,1
379,,,,1
380,,,,1
381,,,,1
382,,,,0
383,,,,0
384,,,,1
385,,,,1
386,,,,1
387,,,,0
388,,,,0
389,,,,0
390,,,,0
391,,,,1
392,,,,1
393,,,,1
394,,,,0
395,,,,1
396,,,,1
397,,,,1
398,,,,1
399,,,,1
400,,,,1
401,,,,1
402,,,,1
403,,,,1
404,,,,1
405,,,,1
406,,,,0
407,,,,1
408,,,,1
409,,,,0
410,,,,1
411,,,,1
412,,,,1
413,,,,1
414,,,,1
415,,,,1
416,,,,0
417,,,,1
418,,,,1
419,,,,1
420,,,,1
421,,,,0
422,,,,1
423,,,,1
424,,,,1
425,,,,1
426,,,,0
427,,,,1
428,,,,1
429,,,,1
430,,,,1
431,,,,1
432,,,,1
433,,,,1
434,,,,0
435,,,,1
436,,,,1
437,,,,0
438,,,,1
439,,,,1
440,,,,1
441,,,,1
442,,,,0
443,,,,1
444,,,,1
445,,,,1
446,,,,0
447,,,,1
448,,,,1
449,,,,1
450,,,,1
451,,,,0
452,,,,1
453,,,,1
454,,,,1
455,,,,1
456,,,,1
457,,,,1
458,,,,1
459,,,,0
460,,,,0
461,,,,1
462,,,,0
463,,,,0
464,,,,1
465,,,,0
466,,,,0
467,,,,1
468,,,,0
469,,,,1
470,,,,0
471,,,,1
472,,,,0
473,,,,1
474,,,,1
475,,,,1
476,,,,1
477,,,,0
478,,,,1
479,,,,1
480,,,,0
481,,,,1
482,,,,1
483,,,,1
484,,,,1
485,,,,1
486,,,,1
487,,,,1
488,,,,1
489,,,,1
490,,,,1
491,,,,1
492,,,,1
493,,,,1
494,,,,1
495,,,,0
496,,,,1
497,,,,1
498,,,,1
499,,,,1
500,,,,1
501,,,,0
502,,,,1
503,,,,1
504,,,,1
505,,,,1
506,,,,1
507,,,,1
508,,,,1
509,,,,1
510,,,,1
511,,,,1
512,,,,0
513,,,,1
514,,,,1
515,,,,1
516,,,,1
517,,,,1
518,,,,1
519,,,,1
520,,,,1
521,,,,1
522,,,,1
523,,,,1
524,,,,0
525,,,,1
526,,,,1
527,,,,0
528,,,,1
529,,,,1
530,,,,1
531,,,,1
532,,,,1
533,,,,1
534,,,,1
535,,,,1
536,,,,1
537,,,,1
538,,,,1
539,,,,1
540,,,,1
541,,,,1
542,,,,1
543,,,,1
544,,,,1
545,,,,1
546,,,,1
547,,,,1
548,,,,1
549,,,,1
550,,,,0
551,,,,1
552,,,,1
553,,,,1
554,,,,1
555,,,,1
556,,,,1
557,,,,1
558,,,,1
559,,,,1
560,,,,1
561,,,,1
562,,,,1
563,,,,1
564,,,,1
565,,,,1
566,,,,1
567,,,,1
568,,,,1
569,,,,1
570,,,,1
571,,,,1
572,,,,1
573,,,,0
574,,,,1
575,,,,1
576,,,,1
577,,,,1
578,,,,1
579,,,,1
580,,,,1
581,,,,1
582,,,,1
583,,,,1
584,,,,1
585,,,,1
586,,,,1
587,,,,1
588,,,,0
589,,,,1
590,,,,1
591,,,,0
592,,,,0
593,,,,0
594,,,,1
595,,,,0
596,,,,1
597,,,,0
598,,,,0
599,,,,0
600,,,,1
601,,,,1
602,,,,1
603,,,,1
604,,,,1
605,,,,0
606,,,,1
607,,,,0
608,,,,1
609,,,,1
610,,,,0
611,,,,1
612,,,,1
613,,,,0
614,,,,1
615,,,,0
616,,,,0
617,,,,0
618,,,,1
619,,,,0
620,,,,1
621,,,,0
622,,,,0
623,,,,1
624,,,,1
625,,,,0
626,,,,0
627,,,,1
628,,,,1
629,,,,1
630,,,,0
631,,,,1
632,,,,0
633,,,,0
634,,,,1
635,,,,1
636,,,,1
637,,,,1
638,,,,1
639,,,,1
640,,,,1
641,,,,1
642,,,,0
643,,,,0
644,,,,1
645,,,,1
646,,,,0
647,,,,1
648,,,,1
649,,,,1
650,,,,1
651,,,,0
652,,,,1
653,,,,0
654,,,,1
655,,,,0
656,,,,1
657,,,,1
658,,,,1
659,,,,1
660,,,,1
661,,,,1
662,,,,0
663,,,,0
664,,,,1
665,,,,0
666,,,,1
667,,,,0
668,,,,0
669,,,,0
670,,,,0
671,,,,1
672,,,,1
673,,,,1
674,,,,0
675,,,,0
676,,,,1
677,,,,0
678,,,,1
679,,,,0
680,,,,0
681,,,,1
682,,,,1
683,,,,0
684,,,,1
685,,,,0
686,,,,1
687,,,,1
688,,,,1
689,,,,0
690,,,,1
691,,,,1
692,,,,1
693,,,,1
694,,,,1
695,,,,1
696,,,,1
697,,,,0
698,,,,0
699,,,,0
700,,,,1
701,,,,1
702,,,,1
703,,,,1
704,,,,1
705,,,,0
706,,,,0
707,,,,0
708,,,,1
709,,,,0
710,,,,1
711,,,,1
712,,,,0
713,,,,0
714,,,,1
715,,,,1
716,,,,0
717,,,,0
718,,,,0
719,,,,0
720,,,,0
721,,,,1
722,,,,1
723,,,,1
724,,,,1
725,,,,1
726,,,,1
727,,,,1
728,,,,0
729,,,,0
730,,,,0
731,,,,1
732,,,,0
733,,,,0
734,,,,0
735,,,,1
736,,,,1
737,,,,1
738,,,,1
739,,,,1
740,,,,0
741,,,,1
742,,,,0
743,,,,1
744,,,,1
745,,,,0
746,,,,0
747,,,,1
748,,,,1
749,,,,1
750,,,,0
751,,,,1
752,,,,1
753,,,,0
754,,,,0
755,,,,0
756,,,,1
757,,,,1
758,,,,0
759,,,,0
760,,,,0
761,,,,1
762,,,,0
763,,,,1
764,,,,1
765,,,,0
766,,,,0
767,,,,1
768,,,,1
769,,,,0
770,,,,1
771,,,,1
772,,,,0
773,,,,0
774,,,,0
775,,,,0
776,,,,1
777,,,,0
778,,,,0
779,,,,0
780,,,,0
781,,,,1
782,,,,0
783,,,,1
784,,,,0
785,,,,1
786,,,,1
787,,,,0
788,,,,0
789,,,,0
790,,,,1
791,,,,0
792,,,,1
793,,,,0
794,,,,1
795,,,,1
796,,,,0
797,,,,0
798,,,,1
799,,,,0
800,,,,0
801,,,,0
802,,,,0
803,,,,0
804,,,,1
805,,,,1
806,,,,0
807,,,,1
808,,,,1
809,,,,0
810,,,,1
811,,,,0
812,,,,0
813,,,,1
814,,,,1
815,,,,1
816,,,,0
817,,,,0
818,,,,0
819,,,,1
820,,,,1
821,,,,0
822,,,,0
823,,,,1
824,,,,1
825,,,,0
826,,,,0
827,,,,1
828,,,,0
829,,,,0
830,,,,0
831,,,,1
832,,,,1
833,,,,0
834,,,,0
835,,,,0
836,,,,0
837,,,,0
838,,,,0
839,,,,0
840,,,,0
841,,,,1
842,,,,0
843,,,,1
844,,,,0
845,,,,1
846,,,,1
847,,,,1
848,,,,0
849,,,,1
850,,,,1
851,,,,1
852,,,,0
853,,,,1
854,,,,1
855,,,,1
856,,,,0
857,,,,1
858,,,,1
859,,,,0
860,,,,0
861,,,,1
862,,,,0
863,,,,0
864,,,,1
865,,,,0
866,,,,1
867,,,,0
868,,,,0
869,,,,0
870,,,,1
871,,,,1
872,,,,0
873,,,,1
874,,,,0
875,,,,1
876,,,,1
877,,,,1
878,,,,0
879,,,,0
880,,,,1
881,,,,1
882,,,,0
883,,,,1
884,,,,1
885,,,,1
886,,,,1
887,,,,1
888,,,,1
889,,,,1
890,,,,1
891,,,,1
892,,,,1
893,,,,1
894,,,,1
895,,,,1
896,,,,1
897,,,,1
898,,,,1
899,,,,1
900,,,,1
901,,,,1
902,,,,1
903,,,,0
904,,,,1
905,,,,1
906,,,,1
907,,,,1
908,,,,1
909,,,,1
910,,,,1
911,,,,1
912,,,,1
913,,,,1
914,,,,0
915,,,,0
916,,,,0
917,,,,1
918,,,,1
919,,,,1
920,,,,1
921,,,,1
922,,,,1
923,,,,1
924,,,,1
925,,,,1
926,,,,1
927,,,,1
928,,,,1
929,,,,1
930,,,,1
931,,,,1
932,,,,1
933,,,,1
934,,,,1
935,,,,1
936,,,,1
937,,,,1
938,,,,1
939,,,,1
940,,,,1
941,,,,1
942,,,,1
943,,,,1
944,,,,1
945,,,,1
946,,,,1
947,,,,1
948,,,,1
949,,,,1
950,,,,1
951,,,,1
952,,,,1
953,,,,1
954,,,,1
955,,,,1
956,,,,1
957,,,,1
958,,,,1
959,,,,1
960,,,,1
961,,,,1
962,,,,1
963,,,,1
964,,,,1
965,,,,1
966,,,,1
967,,,,1
968,,,,1
969,,,,1
970,,,,1
971,,,,1
972,,,,1
973,,,,1
974,,,,1
975,,,,1
976,,,,1
977,,,,1
978,,,,1
979,,,,1
980,,,,1
981,,,,1
982,,,,1
983,,,,1
984,,,,1
985,,,,1
986,,,,1
987,,,,1
988,,,,1
989,,,,1
990,,,,1
991,,,,1
992,,,,1
993,,,,1
994,,,,1
995,,,,1
996,,,,1
997,,,,1
998,,,,1
999,,,,1
1000,,,,1
1001,,,,1
1002,,,,1
1003,,,,1
1004,,,,1
1005,,,,1
1006,,,,1
1007,,,,1
1008,,,,1
1009,,,,1
1010,,,,1
1011,,,,1
1012,,,,1
1013,,,,1
1014,,,,1
1015,,,,1
1016,,,,0
1017,,,,1
1018,,,,1
1019,,,,1
1020,,,,1
1021,,,,1
1022,,,,1
1023,,,,1
1024,,,,1
1025,,,,1
1026,,,,1
1027,,,,1
1028,,,,1
1029,,,,0
1030,,,,1
1031,,,,1
1032,,,,1
1033,,,,1
1034,,,,1
1035,,,,1
1036,,,,1
1037,,,,1
1038,,,,1
1039,,,,1
1040,,,,1
1041,,,,1
1042,,,,1
1043,,,,1
1044,,,,1
1045,,,,1
1046,,,,1
1047,,,,1
1048,,,,1
1049,,,,1
1050,,,,1
1051,,,,1
1052,,,,1
1053,,,,1
1054,,,,1
1055,,,,1
1056,,,,0
1057,,,,1
1058,,,,1
1059,,,,1
1060,,,,1
1061,,,,1
1062,,,,1
1063,,,,1
1064,,,,1
1065,,,,1
1066,,,,1
1067,,,,1
1068,,,,1
1069,,,,1
1070,,,,1
1071,,,,1
1072,,,,1
1073,,,,1
1074,,,,1
1075,,,,1
1076,,,,1
1077,,,,1
1078,,,,1
1079,,,,1
1080,,,,1
1081,,,,1
1082,,,,1
1083,,,,1
1084,,,,1
1085,,,,1
1086,,,,1
1087,,,,1
1088,,,,1
1089,,,,1
1090,,,,1
1091,,,,1
1092,,,,1
1093,,,,1
1094,,,,1
1095,,,,1
1096,,,,1
1097,,,,1
1098,,,,1
1099,,,,1
1100,,,,1
1101,,,,1
1102,,,,1
1103,,,,1
1104,,,,1
1105,,,,1
1106,,,,1
1107,,,,1
1108,,,,1
1109,,,,1
1110,,,,1
1111,,,,1
1112,,,,1
1113,,,,1
1114,,,,1
1115,,,,1
1116,,,,1
1117,,,,1
1118,,,,1
1119,,,,1
1120,,,,1
1121,,,,1
1122,,,,1
1123,,,,1
1124,,,,1
1125,,,,1
1126,,,,1
1127,,,,1
1128,,,,1
1129,,,,1
1130,,,,1
1131,,,,1
1132,,,,1
1133,,,,1
1134,,,,1
1135,,,,1
1136,,,,1
1137,,,,1
1138,,,,1
1139,,,,1
1140,,,,1
1141,,,,1
1142,,,,1
1143,,,,1
1144,,,,1
1145,,,,1
1146,,,,1
1147,,,,1
1148,,,,1
1149,,,,1
1150,,,,1
1151,,,,1
1152,,,,0
1153,,,,1
1154,,,,1
1155,,,,1
1156,,,,0
1157,,,,0
1158,,,,1
1159,,,,1
1160,,,,1
1161,,,,1
1162,,,,1
1163,,,,1
1164,,,,1
1165,,,,1
1166,,,,1
1167,,,,1
1168,,,,1
1169,,,,1
1170,,,,1
1171,,,,1
1172,,,,1
1173,,,,1
1174,,,,1
1175,,,,1
1176,,,,0
1177,,,,1
1178,,,,1
1179,,,,1
1180,,,,1
1181,,,,1
1182,,,,1
1183,,,,1
1184,,,,1
1185,,,,1
1186,,,,1
1187,,,,1
1188,,,,1
1189,,,,1
1190,,,,1
1191,,,,1
1192,,,,1
1193,,,,1
1194,,,,1
1195,,,,1
1196,,,,1
1197,,,,1
1198,,,,1
1199,,,,1
1200,,,,1
1201,,,,1
1202,,,,1
1203,,,,1
1204,,,,1
1205,,,,1
1206,,,,1
1207,,,,1
1208,,,,1
1209,,,,1
1210,,,,1
1211,,,,1
1212,,,,1
1213,,,,1
1214,,,,1
1215,,,,1
1216,,,,1
1217,,,,1
1218,,,,1
1219,,,,1
1220,,,,1
1221,,,,1
1222,,,,1
1223,,,,1
1224,,,,1
1225,,,,1
1226,,,,1
1227,,,,1
1228,,,,1
1229,,,,1
1230,,,,1
1231,,,,1
1232,,,,1
1233,,,,1
1234,,,,1
1235,,,,1
1236,,,,1
1237,,,,1
1238,,,,1
1239,,,,1
1240,,,,1
1241,,,,1
1242,,,,1
1243,,,,1
1244,,,,1
1245,,,,1
1246,,,,1
1247,,,,1
1248,,,,1
1249,,,,1
1250,,,,1
1251,,,,1
1252,,,,1
1253,,,,1
1254,,,,1
1255,,,,1
1256,,,,1
1257,,,,1
1258,,,,1
1259,,,,1
1260,,,,1
1261,,,,1
1262,,,,1
1263,,,,1
1264,,,,1
1265,,,,1
1266,,,,1
1267,,,,1
1268,,,,1
1269,,,,1
1270,,,,1
1271,,,,1
1272,,,,1
1273,,,,1
1274,,,,1
1275,,,,1
1276,,,,1
1277,,,,1
1278,,,,1
1279,,,,1
1280,,,,1
1281,,,,1
1282,,,,1
1283,,,,1
1284,,,,1
1285,,,,1
1286,,,,1
1287,,,,1
1288,,,,1
1289,,,,1
1290,,,,1
1291,,,,1
1292,,,,1
1293,,,,1
1294,,,,1
1295,,,,1
1296,,,,1
1297,,,,1
1298,,,,1
1299,,,,1
1300,,,,1
1301,,,,1
1302,,,,1
1303,,,,1
1304,,,,1
1305,,,,1
1306,,,,1
1307,,,,1
1308,,,,1
1309,,,,1
1310,,,,1
1311,,,,1
1312,,,,1
1313,,,,1
1314,,,,1
1315,,,,1
1316,,,,1
1317,,,,1
1318,,,,1
1319,,,,1
1320,,,,1
1321,,,,1
1322,,,,1
1323,,,,1
1324,,,,1
1325,,,,1
1326,,,,1
1327,,,,1
1328,,,,1
1329,,,,1
1330,,,,1
1331,,,,1
1332,,,,1
1333,,,,1
1334,,,,1
1335,,,,1
1336,,,,1
1337,,,,1
1338,,,,1
1339,,,,1
1340,,,,1
1341,,,,1
1342,,,,1
1343,,,,1
1344,,,,1
1345,,,,1
1346,,,,1
1347,,,,1
1348,,,,1
1349,,,,1
1350,,,,1
1351,,,,1
1352,,,,1
1353,,,,1
1354,,,,1
1355,,,,1
1356,,,,1
1357,,,,1
1358,,,,1
1359,,,,1
1360,,,,1
1361,,,,1
1362,,,,1
1363,,,,1
1364,,,,1
1365,,,,1
1366,,,,1
1367,,,,1
1368,,,,1
1369,,,,1
1370,,,,1
1371,,,,1
1372,,,,1
1373,,,,1
1374,,,,1
1375,,,,1
1376,,,,1
1377,,,,1
1378,,,,1
1379,,,,1
1380,,,,1
1381,,,,1
1382,,,,1
1383,,,,1
1384,,,,1
1385,,,,1
1386,,,,1
1387,,,,1
1388,,,,1
1389,,,,1
1390,,,,1
1391,,,,1
1392,,,,1
1393,,,,1
1394,,,,1
1395,,,,1
1396,,,,1
1397,,,,1
1398,,,,1
1399,,,,1
1400,,,,1
1401,,,,1
1402,,,,1
1403,,,,1
1404,,,,1
1405,,,,1
1406,,,,1
1407,,,,1
1408,,,,1
1409,,,,1
1410,,,,1
1411,,,,1
1412,,,,1
1413,,,,1
1414,,,,0
1415,,,,0
1416,,,,1
1417,,,,1
1418,,,,1
1419,,,,1
1420,,,,1
1421,,,,1
1422,,,,1
1423,,,,1
1424,,,,1
1425,,,,1
1426,,,,0
1427,,,,1
1428,,,,1
1429,,,,0
1430,,,,1
1431,,,,1
1432,,,,1
1433,,,,1
1434,,,,1
1435,,,,1
1436,,,,1
1437,,,,1
1438,,,,1
1439,,,,1
1440,,,,1
1441,,,,1
1442,,,,1
1443,,,,1
1444,,,,1
1445,,,,1
1446,,,,1
1447,,,,1
1448,,,,1
1449,,,,1
1450,,,,1
1451,,,,1
1452,,,,1
1453,,,,1
1454,,,,1
1455,,,,1
1456,,,,1
1457,,,,1
1458,,,,1
1459,,,,1
1460,,,,1
1461,,,,1
1462,,,,1
1463,,,,1
1464,,,,1
1465,,,,1
1466,,,,1
1467,,,,1
1468,,,,1
1469,,,,1
1470,,,,1
1471,,,,1
1472,,,,1
1473,,,,1
1474,,,,1
1475,,,,1
1476,,,,1
1477,,,,1
1478,,,,1
1479,,,,1
1480,,,,1
1481,,,,1
1482,,,,1
1483,,,,1
1484,,,,1
1485,,,,1
1486,,,,1
1487,,,,1
1488,,,,1
1489,,,,1
1490,,,,1
1491,,,,0
1492,,,,0
1493,,,,1
1494,,,,0
1495,,,,1
1496,,,,1
1497,,,,1
1498,,,,1
1499,,,,1
1500,,,,1
1501,,,,1
1502,,,,1
1503,,,,1
1504,,,,1
1505,,,,1
1506,,,,1
1507,,,,1
1508,,,,1
1509,,,,1
1510,,,,1
1511,,,,1
1512,,,,1
1513,,,,1
1514,,,,1
1515,,,,1
1516,,,,1
1517,,,,1
1518,,,,1
1519,,,,1
1520,,,,1
1521,,,,1
1522,,,,1
1523,,,,1
1524,,,,1
1525,,,,1
1526,,,,1
1527,,,,1
1528,,,,1
1529,,,,1
1530,,,,1
1531,,,,1
1532,,,,1
1533,,,,0
1534,,,,1
1535,,,,1
1536,,,,1
1537,,,,1
1538,,,,1
1539,,,,0
1540,,,,1
1541,,,,1
1542,,,,1
1543,,,,1
1544,,,,1
1545,,,,1
1546,,,,1
1547,,,,1
1548,,,,1
1549,,,,1
1550,,,,1
1551,,,,1
1552,,,,1
1553,,,,1
1554,,,,1
1555,,,,1
1556,,,,1
1557,,,,1
1558,,,,1
1559,,,,1
1560,,,,0
1561,,,,1
1562,,,,1
1563,,,,1
1564,,,,1
1565,,,,1
1566,,,,1
1567,,,,1
1568,,,,1
1569,,,,1
1570,,,,1
1571,,,,1
1572,,,,1
1573,,,,1
1574,,,,1
1575,,,,1
1576,,,,1
1577,,,,1
1578,,,,0
1579,,,,1
1580,,,,0
1581,,,,0
1582,,,,1
1583,,,,1
1584,,,,0
1585,,,,1
1586,,,,1
1587,,,,1
1588,,,,1
1589,,,,1
1590,,,,0
1591,,,,1
1592,,,,1
1593,,,,0
1594,,,,1
1595,,,,1
1596,,,,1
1597,,,,1
1598,,,,0
1599,,,,0
1600,,,,0
1601,,,,1
1602,,,,1
2066,,,,1
2067,,,,0
2068,,,,1
2069,,,,0
2070,,,,1
2071,,,,1
2072,,,,1
2073,,,,0
2074,,,,1
2075,,,,0
2076,,,,0
2077,,,,0
2078,,,,0
2079,,,,0
2080,,,,0
2081,,,,0
2082,,,,1
2083,,,,1
2084,,,,0
2085,,,,0
2086,,,,1
2087,,,,1
2088,,,,0
2089,,,,1
2090,,,,0
2091,,,,1
2092,,,,0
2093,,,,0
2094,,,,0
2095,,,,1
2096,,,,1
2097,,,,1
2098,,,,1
2099,,,,0
2100,,,,1
2101,,,,1
2102,,,,0
2103,,,,0
2104,,,,1
2105,,,,0
2106,,,,1
2107,,,,1
2108,,,,0
2109,,,,1
2110,,,,0
2111,,,,1
2112,,,,0
2113,,,,1
2114,,,,0
2115,,,,0
2116,,,,1
2117,,,,0
2118,,,,0
2119,,,,0
2120,,,,1
2121,,,,0
2122,,,,1
2123,,,,1
2124,,,,0
2125,,,,0
2126,,,,1
2127,,,,0
2128,,,,1
2129,,,,1
2130,,,,1
2131,,,,1
2132,,,,1
2133,,,,0
2134,,,,0
2135,,,,1
2136,,,,1
2137,,,,1
2138,,,,0
2139,,,,1
2140,,,,1
2141,,,,1
2142,,,,1
2143,,,,0
2144,,,,1
2145,,,,1
2146,,,,0
2147,,,,1
2148,,,,0
2149,,,,0
2150,,,,1
2151,,,,0
2152,,,,1
2153,,,,1
2154,,,,1
2155,,,,1
2156,,,,1
2157,,,,0
2158,,,,1
2159,,,,1
2160,,,,1
2161,,,,1
2162,,,,0
2163,,,,0
2164,,,,0
2165,,,,1
2166,,,,0
2167,,,,0
2168,,,,0
2169,,,,0
2170,,,,0
2171,,,,0
2172,,,,0
2173,,,,0
2174,,,,0
2175,,,,0
2176,,,,0
2177,,,,1
2178,,,,0
2179,,,,1
2180,,,,0
2181,,,,0
2182,,,,0
2183,,,,0
2184,,,,1
2185,,,,0
2186,,,,1
2187,,,,1
2188,,,,0
2189,,,,1
2190,,,,1
2191,,,,0
2192,,,,1
2193,,,,1
2194,,,,1
2195,,,,1
2196,,,,1
2197,,,,0
2198,,,,1
2199,,,,0
2200,,,,1
2201,,,,1
2202,,,,1
2203,,,,0
2204,,,,1
2205,,,,1
2206,,,,1
2207,,,,1
2208,,,,1
2209,,,,1
2210,,,,1
2211,,,,1
2212,,,,1
2213,,,,1
2214,,,,1
2215,,,,1
2216,,,,0
2217,,,,1
2218,,,,0
2219,,,,0
2220,,,,0
2221,,,,0
2222,,,,1
2223,,,,0
2224,,,,1
2225,,,,0
2226,,,,1
2227,,,,1
2228,,,,1
2229,,,,1
2230,,,,1
2231,,,,0
2232,,,,0
2233,,,,1
2234,,,,0
2235,,,,0
2236,,,,0
2237,,,,0
2238,,,,0
2239,,,,0
2240,,,,1
2241,,,,0
2242,,,,1
2243,,,,0
2244,,,,1
2245,,,,1
2246,,,,1
2247,,,,1
2248,,,,0
2249,,,,0
2250,,,,0
2251,,,,0
2252,,,,0
2253,,,,0
2254,,,,1
2255,,,,0
2256,,,,1
2257,,,,1
2258,,,,0
2259,,,,0
2260,,,,0
2261,,,,0
2262,,,,1
2263,,,,0
2264,,,,1
2265,,,,0
2266,,,,1
2267,,,,0
2268,,,,0
2269,,,,0
2270,,,,1
2271,,,,1
2272,,,,0
2273,,,,1
2274,,,,1
2275,,,,0
2276,,,,1
2277,,,,0
2278,,,,0
2279,,,,0
2280,,,,0
2281,,,,1
2282,,,,0
2283,,,,1
2284,,,,1
2285,,,,1
2286,,,,0
2287,,,,0
2288,,,,0
2289,,,,1
2290,,,,0
2291,,,,0
2292,,,,0
2293,,,,1
2294,,,,0
2295,,,,0
2296,,,,1
2297,,,,0
2298,,,,0
2299,,,,0
2300,,,,1
2301,,,,0
2302,,,,1
2303,,,,0
2304,,,,1
2305,,,,1
2306,,,,1
2307,,,,0
2308,,,,1
2309,,,,0
2310,,,,0
2311,,,,0
2312,,,,0
2313,,,,1
2314,,,,1
2315,,,,1
2316,,,,1
2317,,,,0
2318,,,,1
2319,,,,0
2320,,,,1
2321,,,,1
2322,,,,1
2323,,,,0
2324,,,,0
2325,,,,0
2326,,,,0
2327,,,,1
2328,,,,0
2329,,,,1
2330,,,,0
2331,,,,0
2332,,,,0
2333,,,,1
2334,,,,0
